"company","domain","country","Size","Annual Revenue","segment","lead_persona","dm_targets","Use AI Tool Level","Use AI Has Tryon","Use AI Has Prompt","Use AI Product Category","Use AI Tool Url","Use AI Tool Evidence","rank_score"
"GEMMA","gemma.com.eg","EG","2-10 employees","5M-10M","3-composes, no room view","Digital / Ecommerce","Owner / Founder","ADVANCED","no","no","ceramic and porcelain tiles","https://gemma.com.eg/","The homepage labels the feature “Design Your Own” and describes it as “a tool” that lets customers personalize their settings using GEMMA’s “designs, textures, reliefs, colors and formats.”","91"
"ALICE CERAMICA","aliceceramica.com","IT","51-200 employees","25M-75M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","bathroom sanitaryware washbasins","https://configuratore.aliceceramica.com/en/","The site labels a “configurator” and says: “Discover all the possible combinations: configure the products in every finish and colour,” linking to the Alice Ceramica configurator. No wording indicates room or uploaded-photo try-on or text-prompt generation.","90"
"APPIANI","gruppobardelli.com","IT","51-200 employees","25M-75M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","ceramic mosaic tiles","https://en.gruppobardelli.com/appiani/appiani-configurators","The site presents 'MyMix, MyDegradé, and MyCustom — the three Appiani digital configurators for designing unique and personalized spaces', where MyMix lets you 'compose your own ceramic mosaic blend' and MyCustom lets you 'transform any image or graphic into a custom ceramic mosaic'. This is their own build, not a third-party tool like Roomvo.","90"
"ARKLAM","ittceramic.com","ES","51-200 employees","25M-75M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","large-format sintered stone","https://arklam.com/en/arklam-house-future/","Arklam describes a 360º “virtual showroom” converted into a luxury home that lets users see how its 6, 12, and 20 mm products look in different settings. Its products page also mentions a search tool for finding the appropriate look, thickness, and finish by application or project type.","90"
"EZARRI MOSAICO","ezarri.com","ES","51-200 employees","25M-75M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","recycled glass mosaic tiles","https://www.ezarri.com/en/configurator","The site calls it a “mosaic tiles configurator and water color simulator for swimming pools” and says users can “mix up to 4 references to see a simulation of the final result.”","90"
"GRES ARAGÓN","gresaragon.com","ES","51-200 employees","25M-75M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","ceramic and porcelain tiles","https://gresaragon.flooriing.com/?product=en","""Our 3D visualizer lets you combine collections and finishes to preview your project. The perfect 360º tool for making your ideas real"" — a working, third-party-hosted (Flooriing) interactive viewer linked as ""TRY THE 3D VIEWER""; no photo upload or text-prompt feature is mentioned on the site.","90"
"IMPERTEK","impertek.com","IT","11-50 employees","1M-5M","3-composes, no room view","Digital / Ecommerce","Owner / Founder","ADVANCED","no","no","flooring supports and waterproofing","https://www.impertek.com/web-app","The site calls MegaPro 4.0 “the web app for designing raised flooring installations using supports from the Pedestal Line range.” It lets users import floor plans, design on the installation plane, and automatically calculate the required supports and download a bill of materials.","90"
"ONIX","onixmosaico.com","ES","51-200 employees","25M-75M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","glass mosaic tiles","https://www.onixmosaico.com/en/","The site describes “A web application that allows you to develop your most creative facets by mixing and matching ONIX tiles” and provides “Use app > Start designing.”","90"
"Unique Design Solutions","uniquedesignsolutions.com","US","11-50 employees","1M-5M","3-composes, no room view","Digital / Ecommerce","Owner / Founder","ADVANCED","no","no","custom mosaic tiles","https://uniquedesignsolutions.com/","The site states: “Design, play, and create original designs and patterns, or customize our house blends, with our custom Mosaic Creator.” It also promotes “Create Your Own Custom Tile in Minutes.”","90"
"Tarmak USA","tarmakusa.com","US","2-10 employees","1M-5M","3-composes, no room view","Digital / Ecommerce","Owner / Founder","ADVANCED","no","no","natural stone tiles","https://tarmakusa.com/mosaic-configurator/","The site states: ""We created an easy to use design tool that allows you to create and customize a mosaic with your desired color combinations"" and ""This tool is allowing you to bring to life your personalized and one of a kind mosaic pattern."" The tool is their own build, hosted at mc.tarmakusa.com and credited as created for them by GRAFXION Creative Design Studios.","90"
"MOBILDUENNE","mobilduenne.it","IT","51-200 employees","10M-25M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","custom bathroom furniture","https://www.mobilduenne.it/configuratore-3cad-mobilduenne/","The site explicitly links to “3CAD” at “/configuratore-3cad-mobilduenne/” from its Download/navigation area. The available wording identifies it as a configurator, but does not mention text-prompt generation or uploaded-room visualization.","89"
"RUBINETTERIE 3M","rubinetterie3m.it","IT","51-200 employees","10M-25M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","bathroom taps and fixtures","https://www.rubinetterie3m.it/en","The site promotes a “new Configurator” to “design your shower solutions” and says users can “Configure, customise and visualise every detail.” This is an advanced product-composition configurator, but the cited wording does not mention text prompts or viewing products in an uploaded room photo.","89"
"TOGAMA","togama.com","ES","51-200 employees","10M-25M","3-composes, no room view","Digital / Ecommerce","Marketing + Design + MD","ADVANCED","no","no","glass mosaic tiles","https://togama.com/mixer/","The company profile says to “check our App Mosaic Generator to customize your product” and that users can “design your own mix of colors and finishes” with “endless combinations.” The Products page links this customer-facing tool as “Mixer.”","89"
"MOSSAICA","mossaica.com","TR","11-50 employees","","3-composes, no room view","Digital / Ecommerce","Owner / Founder","ADVANCED","no","no","glass mosaic tiles","https://mossaica.com/en/","The homepage says “Explore the Collection Create your own pattern,” indicating a customer-facing pattern-composition capability. No wording indicates text-prompt generation, room placement, or uploaded-photo visualization; the site does not identify the technology as third-party.","88"
"Quemere Designs","quemeredesigns.com","US","","5M-10M","3-composes, no room view","Digital / Ecommerce","Owner / Founder (size unknown)","ADVANCED","no","no","handmade ceramic tiles","https://designyourown.quemeredesigns.com/","The site says clients can use its “design-your-own-mosaic” portal to “select various patterns and colors schemes to create their own arrangement.” It adds that the designs can be “previewed on a backsplash or bathroom wall.”","83"
"ADEX","adexspain.com","ES","11-50 employees","10M-25M","4-no design step","Marketing","Owner / Founder","NONE","no","no","handmade decorative ceramic tiles","","The site's navigation and pages contain no visualizer, configurator, simulator, or AI feature — the homepage lists only SERIES collections (Alameda, Studio, Renaissance, etc.), NEWS, and COMPANY sections, with the footer offering only contact details and a newsletter signup. The closest offerings are a browseable catalogue ('analyze in detail the extensive catalog that our Factory has') and staff-made hand-painted decorations, which do not constitute a customer-facing design tool.","82"
"ARTISTICA 3","artisticatre.com","IT","11-50 employees","10M-25M","4-no design step","Marketing","Owner / Founder","NONE","no","no","porcelain stoneware slabs","","The site says “Customize your space” while describing formats, thicknesses, and surfaces, and its navigation lists Home, About Us, Products, Technical Info, Catalogs, Events, and Contact. No interactive visualization or prompt-based design feature is described.","82"
"EUROSHRINK","euroshrink.es","ES","11-50 employees","10M-25M","4-no design step","Marketing","Owner / Founder","NONE","no","no","aluminium tile profiles","","No design or visualisation tool was found; the site navigation offers only About us, News, Catalogue 2024, Contact and Login, and the only interactive-looking link is a virtual showroom tour, which is not a customer-facing design tool.","82"
"LE NID","lenid.it","IT","2-10 employees","10M-25M","4-no design step","Marketing","Owner / Founder","NONE","no","no","handmade artistic tiles","","The site provides product links, a shop, catalogue downloads, and product search—including “Download Cataloghi” and “Start typing to see products you are looking for”—but no visualizer, configurator, room preview, upload feature, or prompt-based generator is identified.","82"
